"createdAt","id","text","displayTextRangeStart","displayTextRangeEnd","source","isTruncated","inReplyToStatusId","inReplyToUserId","isFavorited","isRetweeted","favoriteCount","place__name","place__countryCode","place__id","place__country","place__placeType","place__url","place__fullName","place__boundingBoxType","place__boundingBoxCoordinates__latitude","place__boundingBoxCoordinates__longitude","inReplyToScreenName","retweetCount","isPossiblySensitive","lang","userMentionEntities__name","userMentionEntities__screenName","userMentionEntities__id","userMentionEntities__start","userMentionEntities__end","urlEntities__url","urlEntities__expandedURL","urlEntities__displayURL","urlEntities__start","urlEntities__end","mediaEntities__id","mediaEntities__url","mediaEntities__mediaURL","mediaEntities__mediaURLHttps","mediaEntities__expandedURL","mediaEntities__displayURL","mediaEntities__sizes__|","mediaEntities__sizes__|__width","mediaEntities__sizes__|__height","mediaEntities__sizes__|__resize","mediaEntities__type","mediaEntities__videoAspectRatioWidth","mediaEntities__videoAspectRatioHeight","mediaEntities__videoDurationMillis","mediaEntities__start","mediaEntities__end","hashtagEntities__text","hashtagEntities__start","hashtagEntities__end","currentUserRetweetId","user__id","user__name","user__screenName","user__location","user__description","user__descriptionURLEntities__url","user__descriptionURLEntities__expandedURL","user__descriptionURLEntities__displayURL","user__descriptionURLEntities__start","user__descriptionURLEntities__end","user__urlEntity__url","user__urlEntity__expandedURL","user__urlEntity__displayURL","user__urlEntity__start","user__urlEntity__end","user__isContributorsEnabled","user__profileImageUrl","user__profileImageUrlHttps","user__isDefaultProfileImage","user__url","user__isProtected","user__followersCount","user__profileBackgroundColor","user__profileTextColor","user__profileLinkColor","user__profileSidebarFillColor","user__profileSidebarBorderColor","user__profileUseBackgroundImage","user__isDefaultProfile","user__showAllInlineMedia","user__friendsCount","user__createdAt","user__favouritesCount","user__utcOffset","user__profileBackgroundImageUrl","user__profileBackgroundImageUrlHttps","user__profileBannerImageUrl","user__profileBackgroundTiled","user__lang","user__statusesCount","user__isGeoEnabled","user__isVerified","user__translator","user__listedCount","user__isFollowRequestSent","quotedStatusId"
"Oct 26, 2018 1:38:07 AM","1055695044554833920","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/BeDVuECHOX","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/BeDVuECHOX","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","243181064","javier","SemperFi038","","","","","","","","","","","","","False","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","True","","False","19","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","118","Jan 26, 2011 8:50:40 AM","952","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/243181064/1414357922","False","en","1605","True","False","False","0","False","-1"
"Oct 26, 2018 1:25:38 AM","1055691905642549249","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/E67hd0Os3b #SmartNews","-1","-1","<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/E67hd0Os3b","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","SmartNews","125","135","-1","934985656819781632","Christine Walker","cwalkersocal54","The World","Human being, does not tolerate stupidity, loves animals and decent people.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1041502931873280000/VPtrREQO_normal.jpg","https://pbs.twimg.com/profile_images/1041502931873280000/VPtrREQO_normal.jpg","False","","False","69","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","344","Nov 26, 2017 10:22:06 PM","1286","-1","","","","False","en","827","False","False","False","0","False","-1"
"Oct 26, 2018 1:11:56 AM","1055688458277023746","https://t.co/ktln6jJR3o","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","und","","","","","","https://t.co/ktln6jJR3o","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","0","23","","","","","","","","","","","","","","","","","","","","-1","17184282","Russell Glass","russellglass","United States","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/797279613692956672/3OwMbkwG_normal.jpg","https://pbs.twimg.com/profile_images/797279613692956672/3OwMbkwG_normal.jpg","False","","False","396","BADFCD","0C3E53","FF0000","FFF7CC","F2E195","True","False","False","624","Nov 5, 2008 2:17:36 AM","12488","-1","http://abs.twimg.com/images/themes/theme12/bg.gif","https://abs.twimg.com/images/themes/theme12/bg.gif","https://pbs.twimg.com/profile_banners/17184282/1478821369","False","en","35076","False","False","False","3","False","-1"
"Oct 26, 2018 1:03:54 AM","1055686437159415809","@realDonaldTrump NYAG is seeking to BAN TRUMP FROM SERVING AS A DIRECTOR OF ANY NY NONPROFIT FOR 10 YEARS & to proh… https://t.co/LsgGiFKUZO","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","True","1055600267331285002","25073877","False","False","0","North Logan","US","282d6f68eceb6c79","United States","city","https://api.twitter.com/1.1/geo/id/282d6f68eceb6c79.json","North Logan, UT","Polygon","41.7583943","-111.84102","realDonaldTrump","0","False","en","Donald J. Trump","realDonaldTrump","25073877","0","16","https://t.co/LsgGiFKUZO","https://twitter.com/i/web/status/1055686437159415809","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","863000459576881152","opposablethumbs","snarky_op","South Jordan, UT","⚖️COUNTRY B4 PARTY (OR PERSON)⚖️Russian-Orthodox-Democratic-Mom-in-Utah. PRINCIPLES. KINDNESS❤️COMEDY🌊🌊🌊🌊👓Melanin-deficient👓#Resist #BlackLivesMatter #TakeAKnee","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/865349720272654336/xOX6Vg92_normal.jpg","https://pbs.twimg.com/profile_images/865349720272654336/xOX6Vg92_normal.jpg","False","","False","3411","000000","000000","981CEB","000000","000000","False","False","False","5002","May 12, 2017 7:58:38 AM","179138","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","146912","True","False","False","10","False","-1"
"","","","","","","","","","","","","","","","","","","","","41.7583943","-111.775473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","41.7943658","-111.775473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","41.7943658","-111.84102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 1:03:45 AM","1055686397233745920","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/moY7OPTbZl","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/moY7OPTbZl","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","844910065652043777","dijbusiness","dijbusiness","California, USA","Business & Finance,criminal justice adovcate.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1004561186514325505/uw6G12v9_normal.jpg","https://pbs.twimg.com/profile_images/1004561186514325505/uw6G12v9_normal.jpg","False","","False","57","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","227","Mar 23, 2017 9:53:52 AM","3687","-1","","","","False","en","656","False","False","False","0","False","-1"
"Oct 26, 2018 12:56:40 AM","1055684616638492672","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/WWiE1imC47","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN Politics","CNNPolitics","13850422","87","99","https://t.co/WWiE1imC47","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","100","123","","","","","","","","","","","","","","","","","","","","-1","751651375407181824","Karen Gruber","mail4ufromme1","Las Vegas, NV","Towanda!  from Fried Green Tomatoes","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/869970598121701377/3VOkhKZW_normal.jpg","https://pbs.twimg.com/profile_images/869970598121701377/3VOkhKZW_normal.jpg","False","","False","174","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","222","Jul 9, 2016 1:37:07 AM","22614","-1","","","","False","en","19723","True","False","False","8","False","-1"
"Oct 26, 2018 12:47:56 AM","1055682415115423744","YES! Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/ehCLOCea15 #SmartNews","-1","-1","<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/ehCLOCea15","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","106","129","","","","","","","","","","","","","","","","","SmartNews","130","140","-1","1423694042","Tammera Tunks","TammyFerneau","Janesville, WI","Happily Single","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/929729364840865792/91TTRG3M_normal.jpg","https://pbs.twimg.com/profile_images/929729364840865792/91TTRG3M_normal.jpg","False","","False","36","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","78","May 12, 2013 2:01:24 PM","225","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","26957","False","False","False","2","False","-1"
"Oct 26, 2018 12:30:19 AM","1055677982923059200","How would you know an act is illegal? Check if trump family did that in the past\n\nJudge waits to hear if sitting pr… https://t.co/mI5oo0Hhd1","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/mI5oo0Hhd1","https://twitter.com/i/web/status/1055677982923059200","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","98196045","Kaushik Das","das_kaushik","Santa Clara, CA, USA","ERP Project Management professional with keen interest in diverse domains.","","","","","","http://t.co/C5xrX9eEHi","http://www.das-in.org/kaushik","das-in.org/kaushik","0","22","False","http://pbs.twimg.com/profile_images/1013230532/Kaushik_Das_normal.jpg","https://pbs.twimg.com/profile_images/1013230532/Kaushik_Das_normal.jpg","False","http://t.co/C5xrX9eEHi","False","13","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","10","Dec 20, 2009 3:16:31 PM","111","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","36","False","False","False","0","False","-1"
"Oct 26, 2018 12:18:34 AM","1055675025468968962","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/Gk3U7qrV0b #SmartNews","-1","-1","<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/Gk3U7qrV0b","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","SmartNews","125","135","-1","74350221","Jonathan West","jlw3st","New York, NY","#Father #Son #Brother #Cynic @SAGAFTRA @ActorsEquity Repped by @ProductionsPlus","","","","","","https://t.co/jRNfjmIwkb","http://www.jonathan-west.com","jonathan-west.com","0","23","False","http://pbs.twimg.com/profile_images/850520876910903296/FA19raaP_normal.jpg","https://pbs.twimg.com/profile_images/850520876910903296/FA19raaP_normal.jpg","False","https://t.co/jRNfjmIwkb","False","3069","0F0A02","473623","1B95E0","171106","FFFFFF","False","False","False","1767","Sep 14, 2009 11:12:28 PM","2041","-1","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif","https://pbs.twimg.com/profile_banners/74350221/1529769207","False","en","19317","True","False","False","44","False","-1"
"Oct 26, 2018 12:01:36 AM","1055670755910774785","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation\n\nhttps://t.co/n6D33ybbuF","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/n6D33ybbuF","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","88","111","","","","","","","","","","","","","","","","","","","","-1","88083027","Sarah's Bike Repairs","BikeRocketCom","Canada","Served Comox Valley 1988-2016. Author of Cloud and The Miner books 1,2&3. https://t.co/AUYCOejV1e","https://t.co/AUYCOejV1e","http://www.amazon.com/dp/B00RQOJANQ","amazon.com/dp/B00RQOJANQ","74","97","https://t.co/x97anOsbJ6","http://www.amazon.com/Sarah-McKenzie/e/B00H9RWX48/ref=ntt_dp_epwbk_0","amazon.com/Sarah-McKenzie…","0","23","False","http://pbs.twimg.com/profile_images/489326480996835332/yP1f5TKR_normal.jpeg","https://pbs.twimg.com/profile_images/489326480996835332/yP1f5TKR_normal.jpeg","False","https://t.co/x97anOsbJ6","False","4107","5564AD","333333","DD2E44","DDEEF6","C0DEED","True","False","False","3659","Nov 6, 2009 8:26:32 PM","133","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/88083027/1474427990","False","en","17104","False","False","False","78","False","-1"
"Oct 25, 2018 11:59:34 PM","1055670244931330049","The day ANYONE is considered above the law is the day we have lost America.  We are now entering dictator territory… https://t.co/hXDkmU3mgK","-1","-1","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/hXDkmU3mgK","https://twitter.com/i/web/status/1055670244931330049","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","856258413688483840","Justin R Bryante","BryanteJustin","Michigan","CPA   CMA  MBA\nPROUD Liberal, Christian\nPro-Life, Anti-racism \nTired of Trump, his hate, his lies and how he is destroying our country","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1033440289040551938/hfbdfruC_normal.jpg","https://pbs.twimg.com/profile_images/1033440289040551938/hfbdfruC_normal.jpg","False","","False","244","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","330","Apr 23, 2017 5:28:09 PM","2632","-1","","","","False","en","3246","False","False","False","1","False","-1"
"Oct 25, 2018 11:56:49 PM","1055669551432642560","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/58DoZDFhYE","-1","-1","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","-1","-1","False","False","0","","","","","","","","","","","","2","False","en","","","","","","https://t.co/58DoZDFhYE","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","","","","-1","402676038","☮️ 🕊 🌎 #VoteBLUE 💙🇺🇸 Tmarie 💙🇺🇸","Syr829","New York","Always be kind. Treat people with respect. Give more than you get. Do the right thing. Just be a good human.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1049218856928067584/pdvMCiSo_normal.jpg","https://pbs.twimg.com/profile_images/1049218856928067584/pdvMCiSo_normal.jpg","False","","False","2280","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","4877","Nov 1, 2011 8:26:43 AM","251531","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/402676038/1530233889","False","en","343590","False","False","False","9","False","-1"
"Oct 25, 2018 11:52:03 PM","1055668354147667968","The reason for Kavanaugh comes to light. https://t.co/Kmhemh7aVu","-1","-1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/Kmhemh7aVu","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","41","64","","","","","","","","","","","","","","","","","","","","-1","3308878919","Nick Varga","Karaoke_God","Cleveland, OH","Karaoke Host. posts jokes & fun stuff. Card Magician. Fmr Comic book/game store owner. Creator - Elton John Song Puzzles page on FB. Can sing without Autotune!","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1055081064899772416/0fxUmQDW_normal.jpg","https://pbs.twimg.com/profile_images/1055081064899772416/0fxUmQDW_normal.jpg","False","","False","465","000000","000000","1155AA","000000","000000","False","False","False","680","Jun 4, 2015 10:47:55 PM","31272","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/3308878919/1540386738","False","en","97775","False","False","False","16","False","-1"
"Oct 25, 2018 11:36:37 PM","1055664469911707648","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics #SmartNews  https://t.co/1tYz8qrsiP","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/1tYz8qrsiP","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","113","136","","","","","","","","","","","","","","","","","SmartNews","101","111","-1","1044003991863087104","CSDachille","CsDachille","","","","","","","","","","","","","False","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","True","","False","0","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","0","Sep 23, 2018 7:22:03 PM","0","-1","","","","False","en","16","False","False","False","0","False","-1"
"Oct 25, 2018 11:25:02 PM","1055661552588664832","Waiting for appellate court ruling on whether a seated president can be sued in civil court.\n\nhttps://t.co/4kSw8FArXm","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","","","","","","","","","","","","1","False","en","","","","","","https://t.co/4kSw8FArXm","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","94","117","","","","","","","","","","","","","","","","","","","","-1","2808940507","Auntie Social","Graphics1970","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/829061812544892928/Tj1K42wM_normal.jpg","https://pbs.twimg.com/profile_images/829061812544892928/Tj1K42wM_normal.jpg","False","","False","230","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","300","Sep 14, 2014 2:52:57 AM","16180","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","14562","False","False","False","1","False","-1"
"Oct 25, 2018 11:16:28 PM","1055659398197055489","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics #SmartNews  https://t.co/cnXJ1ptiwN","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/cnXJ1ptiwN","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","113","136","","","","","","","","","","","","","","","","","SmartNews","101","111","-1","3343856714","Sandra Rodkey","SandraRodkey","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/821798277876187136/oiCcMyha_normal.jpg","https://pbs.twimg.com/profile_images/821798277876187136/oiCcMyha_normal.jpg","False","","False","1223","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","5007","Aug 25, 2015 10:45:47 PM","4335","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","86425","True","False","False","48","False","-1"
"Oct 25, 2018 11:09:37 PM","1055657674719854597","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/4gUYT2r5BH","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN Politics","CNNPolitics","13850422","87","99","https://t.co/4gUYT2r5BH","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","100","123","","","","","","","","","","","","","","","","","","","","-1","767374047139069952","Willow Divine","Willow7777777","Oklahoma, USA","I believe in the power of collective transformation when we work together. I resist limited strategies based on fear and greed. Ph.D. retired. #TrumpNeedsToGo","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/926954808786927616/lNlwr-cu_normal.jpg","https://pbs.twimg.com/profile_images/926954808786927616/lNlwr-cu_normal.jpg","False","","False","122","000000","000000","FAB81E","000000","000000","False","False","False","334","Aug 21, 2016 10:53:24 AM","7660","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/767374047139069952/1506646804","False","en","5376","False","False","False","1","False","-1"
"Oct 25, 2018 11:07:27 PM","1055657129699430401","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/ta0mCh78zu","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/ta0mCh78zu","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","1940869466","Michael Anthony Adam","mikey2cool2","Conroe, TX","Married 53 yrs old love my family","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/639478531550932992/CuxZBqof_normal.jpg","https://pbs.twimg.com/profile_images/639478531550932992/CuxZBqof_normal.jpg","False","","False","13","ACDED6","333333","F5ABB5","F6F6F6","EEEEEE","True","False","False","141","Oct 6, 2013 8:45:06 AM","656","-1","http://abs.twimg.com/images/themes/theme18/bg.gif","https://abs.twimg.com/images/themes/theme18/bg.gif","","False","en","1732","False","False","False","1","False","-1"
"Oct 25, 2018 11:04:22 PM","1055656353056854017","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics #SmartNews  https://t.co/LmkGTNAtoH","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/LmkGTNAtoH","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","113","136","","","","","","","","","","","","","","","","","SmartNews","101","111","-1","47826049","Karren Kuk","KarrenKuk","Dyer, IN","Assistant Vice President - On-Boarding Mortgage Sales Specialist /Retired #TheResistance #WomensMarch #Indivisible","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/994424374768873472/Rl4MDFjD_normal.jpg","https://pbs.twimg.com/profile_images/994424374768873472/Rl4MDFjD_normal.jpg","False","","False","2816","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","3935","Jun 16, 2009 10:36:37 PM","131715","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/47826049/1525924222","False","en","106995","True","False","False","21","False","-1"
"Oct 25, 2018 11:01:59 PM","1055655754999439360","🙏🙏🙏🙏it doesnt happen 🙏🙏🙏🙏the Judge rules Trump\nas an accomplice and can be charged 🙏🙏🙏🙏 https://t.co/kjQJD5TDQo","-1","-1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/kjQJD5TDQo","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","88","111","","","","","","","","","","","","","","","","","","","","-1","708305356","Shaggy McLachlan","ShaggyMcLachlan","North America ","Rescuing one pug at a time and giving them a happy home! https://t.co/VFNggl0Uc6\nShaggy Yitzies available  IRRESISTABLE!!","https://t.co/VFNggl0Uc6","https://twitter.com/pugtastic7","twitter.com/pugtastic7","57","80","https://t.co/0g039IyYYz","http://www.pugtasticrescue.org","pugtasticrescue.org","0","23","False","http://pbs.twimg.com/profile_images/459860463946575873/DQpBP62O_normal.jpeg","https://pbs.twimg.com/profile_images/459860463946575873/DQpBP62O_normal.jpeg","False","https://t.co/0g039IyYYz","False","85","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","168","Oct 10, 2013 4:01:26 PM","119","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/708305356/1398474252","False","en","9559","True","False","False","1","False","-1"
"Oct 25, 2018 10:58:37 PM","1055654904960815104","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/dgTC95IRt8","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/dgTC95IRt8","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","1012017470469804032","@TracyHutchSgt","tracyhutchsgt","United States, Earth","I've traveled the world and keep moving forward. 3 Continents, 6 Countries and still earning frequent flyer miles.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1018558510072848385/U1Z_72vg_normal.jpg","https://pbs.twimg.com/profile_images/1018558510072848385/U1Z_72vg_normal.jpg","False","","False","117","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","242","Jun 27, 2018 12:59:02 PM","5084","-1","","","https://pbs.twimg.com/profile_banners/1012017470469804032/1530119369","False","en","3964","False","False","False","0","False","-1"
"Oct 25, 2018 10:57:51 PM","1055654712630960128","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/0WAR2byQaP #SmartNews","-1","-1","<a href=""https://www.smartnews.com/"" rel=""nofollow"">SmartNews | スマートニュース</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/0WAR2byQaP","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","SmartNews","125","135","-1","179231062","MaryEllen Smith","Mel94929","Rohnert Park, California","Too cool for words.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/504322748123213824/S5KGByOI_normal.jpeg","https://pbs.twimg.com/profile_images/504322748123213824/S5KGByOI_normal.jpeg","False","","False","15","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","148","Aug 16, 2010 4:48:34 PM","288","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","476","True","False","False","2","False","-1"
